songid,song,performer,peak,start_week,end_week,start_peak,end_peak,weeks_to_hot,weeks_hot,tail_weeks,time_at_top_10,climb_slope,tail_slope,avg_position,weeks_on_chart,instance,group
My HappinessConnie Francis,My Happiness,Connie Francis,2.0,1958-12-06,1959-04-04,1959-01-03,1959-02-14,4.0,7.0,7.0,7.0,12.75,12.571428571428571,26.166666666666668,18.0,1.0,5
Lipstick On Your CollarConnie Francis,Lipstick On Your Collar,Connie Francis,5.0,1959-05-16,1959-09-05,1959-06-20,1959-07-25,5.0,6.0,6.0,6.0,9.4,13.5,25.647058823529413,17.0,1.0,2
I'm Gonna Make You Love MeDiana Ross And The Supremes & The Temptations,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,2.0,1968-12-07,1969-03-01,1968-12-28,1969-02-15,3.0,8.0,2.0,8.0,16.666666666666668,10.5,13.846153846153847,13.0,1.0,2
Never Can Say GoodbyeJackson 5,Never Can Say Goodbye,Jackson 5,2.0,1971-04-03,1971-06-19,1971-04-24,1971-06-05,3.0,7.0,2.0,7.0,17.666666666666668,11.0,12.75,12.0,1.0,2
I'm Still In Love With YouAl Green,I'm Still In Love With You,Al Green,3.0,1972-07-08,1972-09-23,1972-08-12,1972-09-16,5.0,6.0,1.0,6.0,10.0,21.0,17.0,12.0,1.0,2
Is There Something I Should KnowDuran Duran,Is There Something I Should Know,Duran Duran,4.0,1983-06-04,1983-09-24,1983-07-16,1983-08-20,6.0,6.0,5.0,6.0,8.0,18.0,28.11764705882353,17.0,1.0,2
Foolish BeatDebbie Gibson,Foolish Beat,Debbie Gibson,1.0,1988-04-23,1988-09-03,1988-06-04,1988-07-09,6.0,6.0,8.0,6.0,8.333333333333334,11.0,32.05,20.0,1.0,5
JoyrideRoxette,Joyride,Roxette,1.0,1991-03-02,1991-07-06,1991-04-13,1991-05-18,6.0,6.0,7.0,6.0,8.5,11.857142857142858,26.42105263157895,19.0,1.0,5
IfJanet Jackson,If,Janet Jackson,4.0,1993-07-24,1994-01-22,1993-08-14,1993-10-23,3.0,11.0,13.0,11.0,15.666666666666666,3.076923076923077,22.48148148148148,27.0,1.0,8
Now And ForeverRichard Marx,Now And Forever,Richard Marx,7.0,1994-01-22,1994-07-23,1994-02-26,1994-05-07,5.0,11.0,11.0,11.0,9.4,3.4545454545454546,21.77777777777778,27.0,1.0,8
"It Wasn't MeShaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,"Shaggy Featuring Ricardo ""RikRok"" Ducent",1.0,2000-11-04,2001-04-21,2000-12-02,2001-03-17,4.0,16.0,5.0,16.0,11.75,7.4,13.36,25.0,1.0,8
I Know What You WantBusta Rhymes & Mariah Carey Featuring The Flipmode Squad,I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,3.0,2003-03-08,2003-08-16,2003-04-26,2003-07-05,7.0,11.0,6.0,11.0,7.0,6.5,16.583333333333332,24.0,1.0,5
Hey Ya!OutKast,Hey Ya!,OutKast,1.0,2003-10-18,2004-05-22,2003-11-22,2004-03-13,5.0,17.0,10.0,17.0,10.4,3.8,15.625,32.0,1.0,8
FireworkKaty Perry,Firework,Katy Perry,1.0,2010-11-06,2011-07-30,2010-11-20,2011-03-19,2.0,18.0,19.0,18.0,23.5,1.8421052631578947,18.102564102564102,39.0,1.0,3
Juju On That Beat (TZ Anthem)Zay Hilfigerrr & Zayion McCall,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,5.0,2016-10-08,2017-03-04,2016-11-12,2017-01-14,5.0,10.0,7.0,10.0,9.6,6.0,20.857142857142858,21.0,2.0,5
He'll Have To GoJim Reeves,He'll Have To Go,Jim Reeves,2.0,1959-12-26,1960-05-28,1960-02-06,1960-04-23,6.0,12.0,5.0,12.0,8.333333333333334,9.8,17.130434782608695,23.0,1.0,5
It's Up To YouRick Nelson,It's Up To You,Rick Nelson,6.0,1962-12-15,1963-03-02,1963-01-26,1963-02-02,6.0,2.0,4.0,2.0,8.166666666666666,9.25,25.5,12.0,1.0,9
Eve Of DestructionBarry McGuire,Eve Of Destruction,Barry McGuire,1.0,1965-08-21,1965-10-30,1965-09-04,1965-10-16,2.0,7.0,2.0,7.0,24.5,12.0,15.0,11.0,1.0,2
Mrs. RobinsonSimon & Garfunkel,Mrs. Robinson,Simon & Garfunkel,1.0,1968-04-27,1968-07-20,1968-05-11,1968-06-22,2.0,7.0,4.0,7.0,24.5,6.5,13.76923076923077,13.0,1.0,2
Joy To The WorldThree Dog Night,Joy To The World,Three Dog Night,1.0,1971-03-13,1971-07-03,1971-04-10,1971-06-19,4.0,11.0,2.0,11.0,13.75,11.5,12.764705882352942,17.0,1.0,2
Islands In The StreamKenny Rogers Duet With Dolly Parton,Islands In The Stream,Kenny Rogers Duet With Dolly Parton,1.0,1983-08-27,1984-02-11,1983-10-01,1983-12-17,5.0,12.0,8.0,12.0,9.8,11.125,25.68,25.0,1.0,5
New Moon On MondayDuran Duran,New Moon On Monday,Duran Duran,10.0,1984-01-14,1984-04-28,1984-03-17,1984-03-17,9.0,1.0,6.0,1.0,5.333333333333333,14.0,36.625,16.0,1.0,0
I Just Called To Say I Love YouStevie Wonder,I Just Called To Say I Love You,Stevie Wonder,1.0,1984-08-18,1985-02-09,1984-09-22,1984-11-24,5.0,10.0,11.0,10.0,9.8,8.090909090909092,35.80769230769231,26.0,1.0,8
Get It On (Bang A Gong)The Power Station,Get It On (Bang A Gong),The Power Station,9.0,1985-06-08,1985-09-14,1985-07-27,1985-08-10,7.0,3.0,5.0,3.0,6.857142857142857,15.8,33.0,15.0,1.0,9
Lay Your Hands On MeBon Jovi,Lay Your Hands On Me,Bon Jovi,7.0,1989-06-03,1989-09-16,1989-07-22,1989-08-12,7.0,4.0,5.0,4.0,7.0,14.8,31.125,16.0,1.0,0
Love SongThe Cure,Love Song,The Cure,2.0,1989-08-12,1989-12-02,1989-09-30,1989-10-21,7.0,4.0,6.0,4.0,6.857142857142857,13.5,30.705882352941178,17.0,1.0,2
If Wishes Came TrueSweet Sensation,If Wishes Came True,Sweet Sensation,1.0,1990-06-16,1990-10-27,1990-08-04,1990-09-15,7.0,7.0,6.0,7.0,7.142857142857143,13.833333333333334,29.05,20.0,1.0,5
JadedAerosmith,Jaded,Aerosmith,7.0,2001-01-27,2001-06-09,2001-03-31,2001-04-14,9.0,3.0,8.0,3.0,5.444444444444445,5.625,24.2,20.0,1.0,0
Mack The KnifeBobby Darin,Mack The Knife,Bobby Darin,1.0,1959-08-22,1960-02-13,1959-09-12,1959-12-26,3.0,16.0,7.0,16.0,16.666666666666668,9.714285714285714,16.307692307692307,26.0,1.0,8
Itsy Bitsy Teenie Weenie Yellow Polkadot BikiniBrian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,1.0,1960-07-02,1960-10-08,1960-07-16,1960-09-03,2.0,8.0,5.0,8.0,24.5,9.6,18.266666666666666,15.0,1.0,2
KiddioBrook Benton,Kiddio,Brook Benton,7.0,1960-08-06,1960-11-26,1960-09-10,1960-10-08,5.0,5.0,7.0,4.0,10.2,7.142857142857143,24.941176470588236,17.0,1.0,0
Give Me Love - (Give Me Peace On Earth)George Harrison,Give Me Love - (Give Me Peace On Earth),George Harrison,1.0,1973-05-19,1973-08-18,1973-06-16,1973-07-28,4.0,7.0,3.0,7.0,12.75,15.666666666666666,20.857142857142858,14.0,1.0,2
Longfellow SerenadeNeil Diamond,Longfellow Serenade,Neil Diamond,5.0,1974-10-05,1975-01-11,1974-11-16,1974-11-30,6.0,3.0,6.0,3.0,8.666666666666666,12.333333333333334,32.4,15.0,1.0,9
Junior's Farm/Sally GPaul McCartney And Wings,Junior's Farm/Sally G,Paul McCartney And Wings,3.0,1974-11-09,1975-03-01,1974-12-14,1975-01-18,5.0,6.0,6.0,6.0,9.8,9.5,28.0,17.0,1.0,2
Humble.Kendrick Lamar,Humble.,Kendrick Lamar,1.0,2017-04-22,2017-12-30,2017-04-22,2017-07-29,0.0,15.0,22.0,15.0,-1.0,1.8636363636363635,19.486486486486488,37.0,1.0,3
NonstopDrake,Nonstop,Drake,2.0,2018-07-14,2018-12-08,2018-07-14,2018-07-14,0.0,1.0,21.0,1.0,-1.0,2.0952380952380953,22.272727272727273,22.0,1.0,7
Mona LisaLil Wayne Featuring Kendrick Lamar,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2.0,2018-10-13,2018-12-01,2018-10-13,2018-10-13,0.0,1.0,7.0,1.0,-1.0,12.714285714285714,56.5,8.0,1.0,9
If I Can't Have YouShawn Mendes,If I Can't Have You,Shawn Mendes,2.0,2019-05-18,2019-10-19,2019-08-24,2019-08-31,14.0,2.0,7.0,4.0,0.5714285714285714,5.428571428571429,17.17391304347826,23.0,1.0,0
I Don't CareEd Sheeran & Justin Bieber,I Don't Care,Ed Sheeran & Justin Bieber,2.0,2019-05-25,2019-12-14,2019-05-25,2019-09-14,0.0,17.0,13.0,17.0,-1.0,3.230769230769231,12.033333333333333,30.0,1.0,8
Hit Me OffNew Edition,Hit Me Off,New Edition,3.0,1996-08-31,1997-01-11,1996-08-31,1996-09-07,0.0,2.0,18.0,2.0,-1.0,3.611111111111111,50.3,20.0,1.0,7
Gettin' Jiggy Wit ItWill Smith,Gettin' Jiggy Wit It,Will Smith,1.0,1998-02-28,1998-10-03,1998-02-28,1998-04-04,0.0,6.0,26.0,6.0,-1.0,1.5,23.5625,32.0,1.0,7
I Get LonelyJanet Featuring BLACKstreet,I Get Lonely,Janet Featuring BLACKstreet,3.0,1998-05-23,1998-10-03,1998-05-23,1998-07-04,0.0,7.0,13.0,7.0,-1.0,5.076923076923077,32.8,20.0,1.0,7
Love LockdownKanye West,Love Lockdown,Kanye West,3.0,2008-10-04,2009-03-07,2008-11-29,2009-01-17,8.0,8.0,7.0,9.0,0.75,4.571428571428571,14.782608695652174,23.0,1.0,5
MineTaylor Swift,Mine,Taylor Swift,3.0,2010-08-21,2011-01-22,2010-08-21,2010-09-25,0.0,6.0,17.0,5.0,-1.0,2.3529411764705883,23.0,23.0,1.0,7
Live While We're YoungOne Direction,Live While We're Young,One Direction,3.0,2012-10-20,2013-02-02,2012-10-20,2012-10-20,0.0,1.0,15.0,1.0,-1.0,6.066666666666666,54.75,16.0,1.0,7
I Knew You Were Trouble.Taylor Swift,I Knew You Were Trouble.,Taylor Swift,2.0,2012-10-27,2013-07-06,2012-12-29,2013-04-06,9.0,15.0,13.0,16.0,0.7777777777777778,3.0,23.77777777777778,36.0,2.0,8
Drag Me DownOne Direction,Drag Me Down,One Direction,3.0,2015-08-22,2016-01-02,2015-08-22,2015-08-22,0.0,1.0,19.0,1.0,-1.0,2.473684210526316,26.95,20.0,1.0,7
No Tears Left To CryAriana Grande,No Tears Left To Cry,Ariana Grande,3.0,2018-05-05,2018-11-03,2018-09-01,2018-09-01,17.0,1.0,9.0,12.0,0.23529411764705882,4.777777777777778,17.48148148148148,27.0,1.0,4
KillshotEminem,Killshot,Eminem,3.0,2018-09-29,2018-11-17,2018-09-29,2018-10-06,0.0,2.0,6.0,2.0,-1.0,15.5,53.75,8.0,1.0,9
GoodbyesPost Malone Featuring Young Thug,Goodbyes,Post Malone Featuring Young Thug,3.0,2019-07-20,2019-12-07,2019-07-20,2019-10-12,0.0,13.0,8.0,12.0,-1.0,4.0,14.0,21.0,1.0,5
Hard Headed WomanElvis Presley With The Jordanaires,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,1958-08-02,1958-09-20,1958-08-02,1958-08-09,0.0,2.0,6.0,2.0,-1.0,14.5,37.375,8.0,1.0,9
"Look Into My Eyes (From ""Batman & Robin"")Bone Thugs-N-Harmony","Look Into My Eyes (From ""Batman & Robin"")",Bone Thugs-N-Harmony,4.0,1997-06-21,1997-11-01,1997-06-21,1997-08-02,0.0,7.0,13.0,7.0,-1.0,6.076923076923077,37.05,20.0,1.0,7
Mo Money Mo ProblemsThe Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,1.0,1997-08-02,1998-02-21,1997-08-02,1997-10-18,0.0,12.0,18.0,12.0,-1.0,1.8888888888888888,18.8,30.0,1.0,8
God Bless The U.S.A.American Idol Finalists,God Bless The U.S.A.,American Idol Finalists,4.0,2003-05-03,2003-06-28,2003-05-03,2003-05-03,0.0,1.0,8.0,1.0,-1.0,11.25,64.625,8.0,2.0,9
HeartlessKanye West,Heartless,Kanye West,2.0,2008-11-22,2009-06-13,2008-12-27,2009-04-04,5.0,15.0,10.0,16.0,0.6,4.3,15.8,30.0,1.0,8
Love YourselfJustin Bieber,Love Yourself,Justin Bieber,1.0,2015-12-05,2016-09-10,2015-12-05,2016-05-21,0.0,25.0,16.0,24.0,-1.0,2.375,13.707317073170731,41.0,1.0,3
FEFE6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,3.0,2018-08-04,2018-12-15,2018-08-04,2018-10-20,0.0,12.0,8.0,11.0,-1.0,5.25,17.15,20.0,1.0,5
From This Moment OnShania Twain,From This Moment On,Shania Twain,4.0,1998-12-05,1999-03-06,1998-12-05,1999-01-09,0.0,6.0,8.0,6.0,-1.0,4.625,19.357142857142858,14.0,1.0,2
Lost In YouGarth Brooks as Chris Gaines,Lost In You,Garth Brooks as Chris Gaines,5.0,1999-09-11,1999-11-13,1999-09-11,1999-09-18,0.0,2.0,8.0,2.0,-1.0,10.625,34.9,10.0,1.0,9
GirlfriendAvril Lavigne,Girlfriend,Avril Lavigne,1.0,2007-03-17,2007-08-25,2007-03-17,2007-07-14,0.0,18.0,6.0,18.0,-1.0,5.833333333333333,10.208333333333334,24.0,1.0,8
I Need A DoctorDr. Dre Featuring Eminem & Skylar Grey,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,4.0,2011-02-19,2011-07-02,2011-02-19,2011-03-12,0.0,4.0,16.0,3.0,-1.0,4.375,28.4,20.0,1.0,7
"No BrainerDJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",5.0,2018-08-11,2018-11-17,2018-08-11,2018-08-25,0.0,3.0,12.0,2.0,-1.0,7.0,30.8,15.0,1.0,7
MIABad Bunny Featuring Drake,MIA,Bad Bunny Featuring Drake,5.0,2018-10-27,2019-04-27,2018-10-27,2018-10-27,0.0,1.0,26.0,1.0,-1.0,1.5384615384615385,24.814814814814813,27.0,1.0,7
HomicideLogic Featuring Eminem,Homicide,Logic Featuring Eminem,5.0,2019-05-18,2019-07-13,2019-05-18,2019-05-18,0.0,1.0,8.0,1.0,-1.0,8.25,50.5,6.0,2.0,9
Futsal Shuffle 2020Lil Uzi Vert,Futsal Shuffle 2020,Lil Uzi Vert,5.0,2019-12-28,2019-12-28,2019-12-28,2019-12-28,0.0,1.0,0.0,1.0,-1.0,-1.0,5.0,1.0,1.0,9
Let It BeThe Beatles,Let It Be,The Beatles,1.0,1970-03-21,1970-06-20,1970-03-21,1970-05-30,0.0,11.0,3.0,11.0,-1.0,11.333333333333334,9.071428571428571,14.0,1.0,2
How Deep Is Your LoveDru Hill Featuring Redman,How Deep Is Your Love,Dru Hill Featuring Redman,3.0,1998-10-10,1999-02-20,1998-10-10,1998-12-05,0.0,9.0,11.0,9.0,-1.0,4.818181818181818,21.4,20.0,1.0,5
I'll Stand By YouCarrie Underwood,I'll Stand By You,Carrie Underwood,6.0,2007-05-12,2007-06-09,2007-05-12,2007-05-19,0.0,2.0,3.0,2.0,-1.0,30.666666666666668,33.6,5.0,1.0,9
New DivideLinkin Park,New Divide,Linkin Park,6.0,2009-06-06,2009-10-17,2009-07-11,2009-07-18,5.0,2.0,13.0,3.0,0.6,4.076923076923077,30.0,20.0,1.0,7
Loser Like MeGlee Cast,Loser Like Me,Glee Cast,6.0,2011-04-02,2011-04-16,2011-04-02,2011-04-02,0.0,1.0,2.0,1.0,-1.0,36.5,46.0,3.0,1.0,9
No SleepWiz Khalifa,No Sleep,Wiz Khalifa,6.0,2011-04-09,2011-10-22,2011-04-09,2011-04-09,0.0,1.0,28.0,1.0,-1.0,3.357142857142857,71.26666666666667,15.0,2.0,7
I Don't Wanna Live Forever (Fifty Shades Darker)Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2.0,2016-12-31,2017-06-03,2017-02-04,2017-04-15,5.0,11.0,7.0,12.0,0.4,5.857142857142857,15.521739130434783,23.0,1.0,5
Look AliveBlocBoy JB Featuring Drake,Look Alive,BlocBoy JB Featuring Drake,5.0,2018-02-24,2018-08-11,2018-02-24,2018-05-26,0.0,14.0,11.0,13.0,-1.0,2.909090909090909,16.12,25.0,1.0,8
In My FeelingsDrake,In My Feelings,Drake,1.0,2018-07-14,2018-12-08,2018-07-14,2018-10-13,0.0,14.0,8.0,14.0,-1.0,3.5,10.045454545454545,22.0,1.0,5
Lucky YouEminem Featuring Joyner Lucas,Lucky You,Eminem Featuring Joyner Lucas,6.0,2018-09-15,2019-01-19,2018-09-15,2018-09-15,0.0,1.0,18.0,1.0,-1.0,5.222222222222222,63.5,14.0,2.0,7
I Love ItKanye West & Lil Pump,I Love It,Kanye West & Lil Pump,6.0,2018-09-22,2018-12-08,2018-09-22,2018-10-06,0.0,3.0,9.0,3.0,-1.0,9.777777777777779,39.0,12.0,1.0,9
Going BadMeek Mill Featuring Drake,Going Bad,Meek Mill Featuring Drake,6.0,2018-12-15,2019-08-24,2019-03-30,2019-03-30,15.0,1.0,21.0,2.0,0.26666666666666666,1.8095238095238095,23.81081081081081,37.0,1.0,4
I Got Id/Long RoadPearl Jam,I Got Id/Long Road,Pearl Jam,7.0,1995-12-23,1996-05-04,1995-12-23,1995-12-23,0.0,1.0,19.0,1.0,-1.0,3.9473684210526314,47.95,20.0,1.0,7
Jesus To A ChildGeorge Michael,Jesus To A Child,George Michael,7.0,1996-02-24,1996-05-25,1996-02-24,1996-03-02,0.0,2.0,12.0,2.0,-1.0,7.5,52.92857142857143,14.0,1.0,7
"I Believe In You And Me (From ""The Preacher's Wife"")Whitney Houston","I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,4.0,1996-12-28,1997-05-10,1996-12-28,1997-02-22,0.0,9.0,11.0,9.0,-1.0,4.7272727272727275,23.15,20.0,1.0,5
I'll BeEdwin McCain,I'll Be,Edwin McCain,5.0,1998-09-26,1999-03-06,1998-09-26,1998-11-28,0.0,10.0,14.0,10.0,-1.0,2.642857142857143,21.958333333333332,24.0,1.0,7
Keeps Gettin' BetterChristina Aguilera,Keeps Gettin' Better,Christina Aguilera,7.0,2008-10-18,2009-02-14,2008-10-18,2008-10-18,0.0,1.0,17.0,1.0,-1.0,5.411764705882353,44.77777777777778,18.0,1.0,7
Just A KissLady Antebellum,Just A Kiss,Lady Antebellum,7.0,2011-05-21,2012-03-03,2011-05-21,2011-05-21,0.0,1.0,41.0,1.0,-1.0,1.0,28.761904761904763,42.0,1.0,3
FocusAriana Grande,Focus,Ariana Grande,7.0,2015-11-21,2016-02-13,2015-11-21,2015-11-21,0.0,1.0,12.0,1.0,-1.0,6.833333333333333,33.92307692307692,13.0,1.0,7
Money In The GraveDrake Featuring Rick Ross,Money In The Grave,Drake Featuring Rick Ross,7.0,2019-06-29,2019-11-30,2019-06-29,2019-07-06,0.0,2.0,21.0,2.0,-1.0,1.8095238095238095,18.73913043478261,23.0,1.0,7
Follow GodKanye West,Follow God,Kanye West,7.0,2019-11-09,2019-12-14,2019-11-09,2019-11-09,0.0,1.0,5.0,1.0,-1.0,16.8,50.666666666666664,6.0,1.0,9
My True LoveJack Scott,My True Love,Jack Scott,3.0,1958-08-02,1958-11-01,1958-08-02,1958-09-06,0.0,6.0,8.0,6.0,-1.0,10.875,25.285714285714285,14.0,1.0,2
FrozenMadonna,Frozen,Madonna,2.0,1998-03-21,1998-08-01,1998-03-21,1998-05-09,0.0,8.0,12.0,8.0,-1.0,3.9166666666666665,21.6,20.0,1.0,5
Get Over YourselfEden's Crush,Get Over Yourself,Eden's Crush,8.0,2001-03-31,2001-06-30,2001-03-31,2001-04-21,0.0,4.0,10.0,3.0,-1.0,9.0,40.714285714285715,14.0,1.0,9
Never AgainKelly Clarkson,Never Again,Kelly Clarkson,8.0,2007-05-12,2007-08-25,2007-06-09,2007-06-09,4.0,1.0,11.0,2.0,0.25,6.636363636363637,31.0625,16.0,1.0,7
"ForeverDrake Featuring Kanye West, Lil Wayne & Eminem",Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",8.0,2009-10-03,2010-03-13,2009-10-03,2009-10-03,0.0,1.0,23.0,1.0,-1.0,1.608695652173913,20.375,24.0,1.0,7
Moves Like JaggerMaroon 5 Featuring Christina Aguilera,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1.0,2011-07-09,2012-06-09,2011-08-20,2011-12-31,6.0,20.0,23.0,21.0,0.0,1.6956521739130435,20.244897959183675,49.0,1.0,3
I Won't Give UpJason Mraz,I Won't Give Up,Jason Mraz,8.0,2012-01-21,2012-11-17,2012-01-21,2012-01-21,0.0,1.0,43.0,1.0,-1.0,0.813953488372093,38.45454545454545,44.0,1.0,3
Holy GrailJay Z Featuring Justin Timberlake,Holy Grail,Jay Z Featuring Justin Timberlake,4.0,2013-07-27,2014-01-25,2013-07-27,2013-11-09,0.0,16.0,11.0,16.0,-1.0,3.3636363636363638,13.25925925925926,27.0,1.0,8
DopeLady Gaga,Dope,Lady Gaga,8.0,2013-11-23,2013-11-30,2013-11-23,2013-11-23,0.0,1.0,1.0,1.0,-1.0,63.0,39.5,2.0,1.0,9
"I Like ItCardi B, Bad Bunny & J Balvin",I Like It,"Cardi B, Bad Bunny & J Balvin",1.0,2018-04-21,2019-04-06,2018-06-09,2018-10-20,7.0,20.0,24.0,21.0,0.14285714285714285,1.5,19.568627450980394,51.0,1.0,3
Kevin's HeartJ. Cole,Kevin's Heart,J. Cole,8.0,2018-05-05,2018-06-02,2018-05-05,2018-05-05,0.0,1.0,4.0,1.0,-1.0,21.0,54.6,5.0,1.0,9
EmotionlessDrake,Emotionless,Drake,8.0,2018-07-14,2018-08-04,2018-07-14,2018-07-14,0.0,1.0,3.0,1.0,-1.0,30.333333333333332,50.75,4.0,1.0,9
"For You I Will (From ""Space Jam"")Monica","For You I Will (From ""Space Jam"")",Monica,4.0,1997-03-15,1997-10-18,1997-03-15,1997-05-31,0.0,12.0,20.0,12.0,-1.0,2.15,18.25,32.0,1.0,8
Nice & SlowUsher,Nice & Slow,Usher,1.0,1998-01-24,1998-06-27,1998-01-24,1998-04-25,0.0,14.0,9.0,14.0,-1.0,4.0,13.956521739130435,23.0,1.0,8
My Little SecretXscape,My Little Secret,Xscape,9.0,1998-10-24,1999-01-23,1998-10-24,1998-10-31,0.0,2.0,12.0,2.0,-1.0,7.416666666666667,53.07142857142857,14.0,1.0,7
IrisGoo Goo Dolls,Iris,Goo Goo Dolls,9.0,1998-12-05,1999-03-06,1998-12-05,1998-12-05,0.0,1.0,13.0,1.0,-1.0,2.769230769230769,26.142857142857142,14.0,1.0,7
New SoulYael Naim,New Soul,Yael Naim,7.0,2008-02-16,2008-06-28,2008-02-16,2008-02-23,0.0,2.0,18.0,2.0,-1.0,5.111111111111111,56.89473684210526,19.0,2.0,7
ForeverChris Brown,Forever,Chris Brown,2.0,2008-05-10,2008-12-20,2008-06-28,2008-09-27,7.0,14.0,12.0,15.0,0.14285714285714285,3.25,16.0,33.0,1.0,8
FearlessTaylor Swift,Fearless,Taylor Swift,9.0,2008-11-01,2010-05-01,2008-11-01,2008-11-01,0.0,1.0,78.0,1.0,-1.0,0.9615384615384616,77.6,15.0,4.0,7
My First Kiss3OH!3 Featuring Ke$ha,My First Kiss,3OH!3 Featuring Ke$ha,9.0,2010-05-22,2010-09-18,2010-05-22,2010-05-22,0.0,1.0,17.0,1.0,-1.0,4.9411764705882355,35.27777777777778,18.0,1.0,7
On The FloorJennifer Lopez Featuring Pitbull,On The Floor,Jennifer Lopez Featuring Pitbull,3.0,2011-03-12,2011-09-24,2011-03-12,2011-06-25,0.0,16.0,13.0,15.0,-1.0,3.230769230769231,17.82758620689655,29.0,1.0,8
Good For YouSelena Gomez Featuring A$AP Rocky,Good For You,Selena Gomez Featuring A$AP Rocky,5.0,2015-07-11,2016-01-02,2015-08-29,2015-10-31,7.0,10.0,9.0,11.0,0.14285714285714285,3.6666666666666665,17.576923076923077,26.0,1.0,5
FilthyJustin Timberlake,Filthy,Justin Timberlake,9.0,2018-01-20,2018-02-24,2018-01-20,2018-01-20,0.0,1.0,5.0,1.0,-1.0,16.2,41.0,6.0,1.0,9
Freaky FridayLil Dicky Featuring Chris Brown,Freaky Friday,Lil Dicky Featuring Chris Brown,8.0,2018-03-31,2018-08-11,2018-03-31,2018-04-28,0.0,5.0,15.0,5.0,-1.0,5.0,33.9,20.0,1.0,7
No GuidanceChris Brown Featuring Drake,No Guidance,Chris Brown Featuring Drake,5.0,2019-06-22,2019-12-28,2019-06-22,2019-12-07,0.0,25.0,3.0,23.0,-1.0,3.3333333333333335,8.607142857142858,28.0,1.0,8
FeverPeggy Lee,Fever,Peggy Lee,8.0,1958-08-02,1958-10-18,1958-08-02,1958-08-23,0.0,4.0,8.0,3.0,-1.0,9.375,28.0,12.0,1.0,9
Hey JudeThe Beatles,Hey Jude,The Beatles,1.0,1968-09-14,1969-01-18,1968-09-14,1968-12-14,0.0,14.0,5.0,14.0,-1.0,6.4,7.842105263157895,19.0,1.0,5
Get BackThe Beatles With Billy Preston,Get Back,The Beatles With Billy Preston,1.0,1969-05-10,1969-07-26,1969-05-10,1969-07-05,0.0,9.0,3.0,9.0,-1.0,7.0,6.833333333333333,12.0,1.0,2
Free As A BirdThe Beatles,Free As A Bird,The Beatles,6.0,1995-12-30,1996-03-09,1995-12-30,1996-01-06,0.0,2.0,9.0,2.0,-1.0,10.333333333333334,58.27272727272727,11.0,1.0,9
Never Make A PromiseDru Hill,Never Make A Promise,Dru Hill,7.0,1997-08-09,1997-12-20,1997-08-09,1997-09-13,0.0,6.0,14.0,6.0,-1.0,4.5,34.7,20.0,1.0,7
Gotta Be SomebodyNickelback,Gotta Be Somebody,Nickelback,10.0,2008-10-18,2009-04-18,2008-10-18,2008-10-18,0.0,1.0,26.0,1.0,-1.0,1.5384615384615385,23.88888888888889,27.0,1.0,7
He Could Be The OneHannah Montana,He Could Be The One,Hannah Montana,10.0,2009-07-25,2009-08-22,2009-07-25,2009-07-25,0.0,1.0,4.0,1.0,-1.0,21.5,49.8,5.0,1.0,9
Jump Then FallTaylor Swift,Jump Then Fall,Taylor Swift,10.0,2009-11-14,2009-11-28,2009-11-14,2009-11-14,0.0,1.0,2.0,1.0,-1.0,40.5,47.333333333333336,3.0,1.0,9
JudasLady Gaga,Judas,Lady Gaga,10.0,2011-04-30,2011-06-25,2011-04-30,2011-04-30,0.0,1.0,8.0,1.0,-1.0,10.25,37.375,8.0,2.0,9
If This Was A MovieTaylor Swift,If This Was A Movie,Taylor Swift,10.0,2011-11-26,2011-12-03,2011-11-26,2011-11-26,0.0,1.0,1.0,1.0,-1.0,43.0,31.5,2.0,1.0,9
HomePhillip Phillips,Home,Phillip Phillips,6.0,2012-06-09,2013-04-13,2012-12-08,2013-02-09,26.0,10.0,9.0,13.0,0.07692307692307693,4.555555555555555,25.0,40.0,3.0,1
FormationBeyonce,Formation,Beyonce,10.0,2016-05-14,2016-06-25,2016-05-14,2016-05-14,0.0,1.0,6.0,1.0,-1.0,13.0,54.857142857142854,7.0,1.0,9
